ID	Discrete1	Discrete2	Discrete3	Discrete4	Discrete5	Discrete6	Discrete7	Discrete8	Discrete9	Discrete10	Numeric1	Numeric2	Numeric3	Numeric4	Numeric5	Numeric6	Numeric7	Numeric8	Numeric9	Numeric10	Numeric11	Numeric12	Numeric13	Numeric14	Numeric15	Numeric16	Numeric17	Numeric18	Numeric19	Numeric20	Numeric21	Numeric22	Numeric23	Numeric24	Numeric25	Numeric26	Numeric27	Numeric28	Numeric29	Numeric30	Numeric31	Numeric32	Numeric33	Numeric34	Numeric35	Numeric36	Numeric37	Numeric38	Numeric39	Numeric40	Numeric41	Numeric42	Numeric43	Numeric44	Numeric45	Numeric46	Numeric47	Numeric48	Numeric49	Numeric50	Numeric51	Numeric52	Numeric53	Numeric54	Numeric55	Numeric56	Numeric57	Numeric58	Numeric59	Numeric60	Numeric61	Numeric62	Numeric63	Numeric64	Numeric65	Numeric66	Numeric67	Numeric68	Numeric69	Numeric70	Numeric71	Numeric72	Numeric73	Numeric74	Numeric75	Numeric76	Numeric77	Numeric78	Numeric79	Numeric80	Numeric81	Numeric82	Numeric83	Numeric84	Numeric85	Numeric86	Numeric87	Numeric88	Numeric89	Numeric90
Row596	FC	HP	EH	EL	DI	YZ	YR	EH	KO	FV	0.83523573	0.19242613	0.68100200	0.36595176	0.59207734	0.91159615	0.45570355	0.58736281	0.01648064	0.41378227	0.19082061	0.12626001	0.42688096	0.83138375	0.63786503	0.47316836	0.56198663	0.00533746	0.26176761	0.34736837	0.19136699	0.21553397	0.97411394	0.77841050	0.85273271	0.48032756	0.95783544	0.34011061	0.80669179	0.86578396	0.04045141	0.98863434	0.59984477	0.39202604	0.09168860	0.65390176	0.80167966	0.41097654	0.69421081	0.41000587	0.82908996	0.03466258	0.85183106	0.88736597	0.98664281	0.28791378	0.87855421	0.44028198	0.69930510	0.06826686	0.80648235	0.67542478	0.96272730	0.12617604	0.88865448	0.29672268	0.52088224	0.13490314	0.04988188	0.00383881	0.31534171	0.29570898	0.45269362	0.80736339	0.34428523	0.48509092	0.85562741	0.22487532	0.62469079	0.59997943	0.21619422	0.19996191	0.91816294	0.90202795	0.40786848	0.67415754	0.89970565	0.69663337	0.24675014	0.93330850	0.29614233	0.26203969	0.68285600	0.68119326	0.49306679	0.10941897	0.65649706	0.73382174	0.54689077	0.91543493
Row597	QA	PJ	SA	CO	OP	DN	WU	NQ	MY	AU	0.34068435	0.07681675	0.23123735	0.94344374	0.66804062	0.87849154	0.62270998	0.68282025	0.97249225	0.28108736	0.02723004	0.85268277	0.80718821	0.41340485	0.81774262	0.97809193	0.26925538	0.47462673	0.49873217	0.99816741	0.33830734	0.25932182	0.51773478	0.02735052	0.92402049	0.44179361	0.39663933	0.49199477	0.28216784	0.59207007	0.70075869	0.29898888	0.42451412	0.42319523	0.05285588	0.75698250	0.82419074	0.63768675	0.64966757	0.90455455	0.50552666	0.75598898	0.96244450	0.59173467	0.06680635	0.22767108	0.61929442	0.86432072	0.44217783	0.48418375	0.67636491	0.90091069	0.42002639	0.74916616	0.68106220	0.48311989	0.98069118	0.06667736	0.71188526	0.50991836	0.21517368	0.66563002	0.10504358	0.04118289	0.01990429	0.64984376	0.03464918	0.38288109	0.88161055	0.69106511	0.84286733	0.66440834	0.53468331	0.80655059	0.60632798	0.25651362	0.26251402	0.38602071	0.22181775	0.11093077	0.10035812	0.80065495	0.76406061	0.57525040	0.32864021	0.61950954	0.06943150	0.51190757	0.71811166	0.76933894
Row598	RH	CE	TE	SD	MY	FK	FD	CL	OS	CG	0.79679935	0.98188703	0.74490779	0.66088995	0.75785835	0.70863252	0.18311641	0.12138251	0.59791167	0.00697927	0.73750113	0.08657404	0.09846327	0.36990539	0.12601944	0.85974860	0.77079973	0.99360228	0.55467389	0.90681182	0.69618119	0.60045220	0.63556515	0.79819993	0.05798500	0.92292970	0.44139508	0.26002169	0.06793874	0.43186777	0.68851265	0.69930947	0.79408809	0.24165314	0.07057990	0.17239787	0.41746900	0.96957626	0.49570906	0.80891179	0.72267671	0.06843883	0.29220232	0.88272720	0.39092807	0.03968761	0.12392042	0.20419230	0.35441170	0.07198426	0.42161115	0.42458564	0.35190176	0.55234072	0.31802198	0.11627771	0.21836956	0.67550508	0.27193457	0.53876080	0.49179559	0.64528370	0.74892619	0.27535953	0.04125483	0.93775814	0.85607289	0.38594566	0.83458203	0.69366871	0.26757170	0.00370063	0.44582608	0.73382895	0.75809110	0.44900312	0.97803782	0.90563959	0.57981972	0.21859223	0.92717981	0.00557550	0.31556099	0.14128954	0.86888915	0.28289837	0.44078669	0.87975094	0.36298089	0.06730948
Row599	QP	EB	HE	JO	FV	PD	UE	ZT	PE	VL	0.32488509	0.11868369	0.65556707	0.83788537	0.62729996	0.78863635	0.81128308	0.82377523	0.30424644	0.04991981	0.23268416	0.40261989	0.94100932	0.11564084	0.84753949	0.85298784	0.76443485	0.77593068	0.97223711	0.14606635	0.02237177	0.26967057	0.53827421	0.39607915	0.34845254	0.06517545	0.62432182	0.42265433	0.33671615	0.74960763	0.88950480	0.12007342	0.37099753	0.26045639	0.47239265	0.39704215	0.83094903	0.86658078	0.85772329	0.55158386	0.68690868	0.25787546	0.82576813	0.88811448	0.28281584	0.04759571	0.79747327	0.91028417	0.62815929	0.51887723	0.44428767	0.18212615	0.89447602	0.00784006	0.59756590	0.85808630	0.67039682	0.88992934	0.47457364	0.52106237	0.42098959	0.81733445	0.02131931	0.01222672	0.02378348	0.98560923	0.42972418	0.74316680	0.78768076	0.05418926	0.36352601	0.52456900	0.66196760	0.82570057	0.08811799	0.24431540	0.73723061	0.45921735	0.73422320	0.32307071	0.32930727	0.54186946	0.59745537	0.63663028	0.96071798	0.00571751	0.90483269	0.71722854	0.06303954	0.11047032
Row600	SS	ZJ	LL	UR	JB	AG	NG	JW	DR	HU	0.64661168	0.41509386	0.99206650	0.22694412	0.90055116	0.21501004	0.21249725	0.73233348	0.48760667	0.37123352	0.68880688	0.37694255	0.48495082	0.76493506	0.21773379	0.63498941	0.07825087	0.41794566	0.96220180	0.97702145	0.18206934	0.85500997	0.78397575	0.92060162	0.60595926	0.46523870	0.93050236	0.37601707	0.79307708	0.53454743	0.96877963	0.07599504	0.63861683	0.97123147	0.48472715	0.71726261	0.70722088	0.25448160	0.34547884	0.92394441	0.98806578	0.90856709	0.12634600	0.84555025	0.06908386	0.30994773	0.36602847	0.87671072	0.86643696	0.00477115	0.12966531	0.97088708	0.05779568	0.48804609	0.80630852	0.73874969	0.94780640	0.29817027	0.11140761	0.95076593	0.14483325	0.20978422	0.68572922	0.85212883	0.79515672	0.71723812	0.48701448	0.87378798	0.03768600	0.92830671	0.80702951	0.87895090	0.78767862	0.74910515	0.44311483	0.17549967	0.90727278	0.08705583	0.82727071	0.68569759	0.77986552	0.73588093	0.40244357	0.90124181	0.16422762	0.80069163	0.87925698	0.10384471	0.66522419	0.79294993
Row601	PL	DE	JS	IL	ME	IB	JX	HO	YO	VJ	0.17559742	0.82470153	0.57350766	0.28724019	0.20497869	0.37610479	0.62031099	0.73582555	0.45138989	0.12944613	0.89296299	0.86234247	0.22394387	0.91555012	0.67475937	0.87431218	0.68579088	0.48476216	0.02664078	0.88806703	0.50361598	0.45359103	0.60727315	0.55725851	0.96901618	0.13352332	0.78331613	0.91035046	0.81240984	0.38861706	0.98913135	0.75160664	0.68880783	0.81455740	0.57762741	0.65857973	0.93103610	0.18895042	0.71117711	0.67447383	0.71248363	0.12944761	0.44669329	0.10407850	0.18329625	0.22574513	0.28061637	0.63373568	0.43523220	0.79277725	0.71003671	0.76951053	0.41764500	0.66930555	0.65740170	0.64710751	0.58766220	0.26243618	0.48492174	0.92207113	0.90017719	0.01555420	0.83590851	0.30137889	0.81531141	0.78730000	0.00195061	0.44595986	0.63316536	0.55201161	0.66693461	0.85031643	0.92008802	0.97279635	0.79511443	0.32433890	0.99896274	0.73819679	0.32817356	0.82907894	0.07013849	0.62877389	0.36680593	0.76990432	0.44232915	0.78504660	0.88172419	0.00994161	0.98314849	0.05769843
Row602	BE	FE	XX	HG	YR	CF	FL	EX	WS	WD	0.37763143	0.49674272	0.25723024	0.12038363	0.91553889	0.06559552	0.30402197	0.35799162	0.46228081	0.45943823	0.79024222	0.18410201	0.90176526	0.70252626	0.22040501	0.42008590	0.03139043	0.04510198	0.21385722	0.74020856	0.05248812	0.69999311	0.49633668	0.69336659	0.12549473	0.43476269	0.20405161	0.93881987	0.99323932	0.99399128	0.11513543	0.84057649	0.17105639	0.77583327	0.55537772	0.50681230	0.86860813	0.37585632	0.50392857	0.16478572	0.00567666	0.01127956	0.66261016	0.69198436	0.49973379	0.27446895	0.02751003	0.67274943	0.44591404	0.18598111	0.94567962	0.29884537	0.61716905	0.95853702	0.02806346	0.21912616	0.94072079	0.05714812	0.99510854	0.84370010	0.23735479	0.84274076	0.24976166	0.30493853	0.55230729	0.53635317	0.34935256	0.05913651	0.29362582	0.73180101	0.07366897	0.17362739	0.91551134	0.47675363	0.84366402	0.51165823	0.64809784	0.74540192	0.13047564	0.47697520	0.41082542	0.46475789	0.28792292	0.29119389	0.56942130	0.93766879	0.64351126	0.43959720	0.03145033	0.93566558
Row603	XN	XL	PR	TT	QQ	EJ	ES	AV	NQ	SZ	0.91825938	0.15863688	0.68756838	0.44045010	0.19005215	0.51560152	0.25046633	0.98198150	0.53345215	0.24211549	0.52065714	0.94491522	0.45136371	0.39659388	0.46542372	0.71541012	0.56002457	0.31969078	0.64024945	0.34193558	0.89935406	0.90931243	0.82533706	0.36980042	0.47307467	0.89799455	0.61902640	0.61913711	0.12516934	0.58751994	0.48076725	0.09144756	0.97372338	0.08949790	0.74030724	0.35598810	0.18726557	0.20557833	0.84736309	0.00666440	0.44860005	0.48590571	0.64030086	0.24807911	0.62568287	0.58344461	0.80078017	0.46633088	0.22144691	0.73803587	0.81574805	0.05960059	0.66052053	0.77177725	0.90450454	0.14661408	0.01124889	0.58157539	0.54540183	0.25204497	0.42650220	0.66150400	0.18381116	0.37939981	0.36562079	0.55948461	0.01428122	0.94978352	0.26287866	0.24745199	0.10025831	0.87741885	0.74136465	0.17467684	0.81000248	0.17503132	0.82668310	0.59980268	0.73398392	0.17909198	0.53707613	0.97090128	0.07725539	0.21575911	0.68286462	0.63499322	0.98757683	0.24647512	0.97992018	0.39239239
Row604	EW	UE	SZ	BF	BB	QT	SM	XJ	MU	OT	0.66773331	0.58223858	0.60575153	0.10247293	0.97968833	0.71994044	0.20377815	0.78117555	0.81966138	0.41564517	0.80885915	0.85192186	0.41131191	0.97122520	0.68014684	0.57979928	0.31042205	0.30876907	0.04086742	0.81140243	0.04413244	0.84629735	0.80133701	0.17040854	0.47244897	0.52579765	0.70165235	0.12571458	0.28162484	0.65471689	0.10288515	0.76264318	0.78358794	0.10708077	0.63745622	0.33806678	0.83329002	0.55166575	0.02876312	0.67757231	0.91278474	0.34351686	0.90909646	0.29413361	0.28607028	0.84519621	0.92821567	0.82789912	0.98286660	0.97230974	0.50411390	0.20164422	0.18470141	0.52300300	0.47693125	0.27748987	0.19143678	0.00696231	0.36497052	0.67455250	0.67404480	0.06923659	0.96873055	0.61793831	0.27242553	0.69094344	0.54928411	0.60726109	0.76162583	0.54541951	0.12718757	0.12567240	0.43752035	0.56569379	0.58863128	0.53857845	0.15597705	0.94923236	0.25192757	0.50053680	0.68262875	0.10933796	0.26013251	0.75570635	0.49922178	0.20195138	0.87369770	0.85826229	0.82075279	0.07677583
Row605	HC	VC	XD	XR	WO	KB	ZC	KA	YW	CH	0.36188134	0.79440773	0.19599615	0.77733629	0.00231020	0.16205369	0.25236468	0.71350164	0.41764572	0.89867676	0.57899009	0.97435134	0.19913497	0.64576759	0.81910389	0.66292108	0.51795863	0.57877247	0.25935844	0.36759204	0.13550992	0.19808661	0.91015208	0.52440720	0.12279329	0.73843801	0.19670485	0.80836527	0.05396359	0.77633212	0.36642905	0.18115777	0.99045877	0.69326179	0.74197028	0.10381057	0.85245815	0.66993780	0.73366156	0.66449106	0.24697496	0.03222015	0.66503002	0.70097171	0.06184142	0.03055311	0.70663403	0.03054413	0.14481361	0.71034310	0.77753937	0.69149790	0.43818523	0.29100319	0.22088346	0.81839631	0.27488146	0.46656909	0.33778413	0.71090164	0.09602633	0.67012609	0.32250497	0.73250913	0.21397937	0.31270931	0.01997741	0.15264037	0.63690344	0.75670328	0.36200776	0.33086318	0.22185630	0.26308858	0.39670217	0.60273653	0.24410488	0.03819710	0.14307825	0.09830829	0.79011295	0.94753861	0.69695501	0.49244803	0.65889845	0.19883690	0.95764510	0.40501968	0.83849743	0.59213141
Row606	ME	RU	VH	MI	IF	HK	HL	GN	AI	WP	0.98767728	0.34399982	0.76445287	0.57198865	0.13240172	0.58118919	0.06185489	0.21164363	0.03204186	0.14343007	0.66733436	0.29339833	0.81904351	0.46960927	0.40818326	0.67368554	0.20501352	0.95937300	0.09454066	0.44215757	0.44038319	0.55716712	0.12196518	0.31526499	0.10650033	0.81891881	0.72179062	0.79311598	0.56246391	0.45999268	0.61197910	0.83715663	0.80868296	0.48359712	0.66279143	0.19145925	0.00782684	0.42741730	0.10700193	0.75623173	0.79669488	0.35045005	0.61347104	0.31628049	0.41965862	0.95652284	0.08235194	0.25218109	0.10238798	0.56137476	0.11111093	0.60813385	0.50095159	0.63357079	0.46107136	0.56316242	0.55883918	0.52342676	0.96688829	0.15646368	0.22551278	0.14622478	0.88637266	0.98940634	0.01725516	0.41523122	0.79218735	0.47265940	0.08165759	0.84785046	0.21283897	0.77355826	0.24609315	0.41415224	0.22719306	0.42000246	0.12733370	0.98426181	0.11055594	0.38766649	0.63530870	0.63416946	0.95300114	0.43151402	0.34938577	0.35418415	0.15688413	0.84498629	0.14514775	0.74507279
Row607	IJ	TA	LX	OP	JH	QH	EU	EY	BK	RA	0.39139823	0.82769674	0.61272154	0.40033908	0.34523750	0.11014684	0.73422240	0.96131036	0.95202357	0.77918957	0.91703016	0.51927235	0.31023965	0.82899652	0.76218282	0.93661735	0.49654269	0.04436221	0.85810044	0.55427981	0.54408259	0.92800788	0.97427373	0.56943081	0.19408336	0.85741824	0.27632309	0.63018742	0.24188789	0.55304968	0.93693316	0.18388539	0.93370733	0.02319263	0.96666383	0.49521534	0.92490645	0.42752749	0.56610431	0.71709844	0.10231162	0.77989134	0.06509313	0.40355419	0.45215757	0.46183405	0.67209427	0.75244469	0.00765555	0.79349128	0.09699899	0.13727625	0.18964132	0.04384999	0.32240631	0.91972252	0.17927001	0.89145642	0.11831581	0.33865938	0.82741564	0.28950205	0.69964364	0.10836723	0.92954415	0.06291455	0.14361686	0.53149210	0.04803365	0.02712029	0.50929524	0.71993158	0.28955704	0.76328758	0.17429345	0.55437465	0.67021512	0.64836558	0.83392427	0.96062708	0.07090893	0.80270598	0.25931592	0.31599373	0.01537151	0.86769016	0.13773886	0.56126599	0.18303523	0.43829284
Row608	ZP	JR	MN	JN	ZX	QN	JC	YX	PL	EJ	0.26755154	0.54845473	0.83686515	0.64649523	0.88264029	0.48221825	0.56677792	0.67468524	0.19795901	0.51180560	0.51041766	0.31721913	0.08867262	0.43946774	0.67126532	0.38580913	0.03601553	0.91119459	0.16394786	0.33546464	0.82158142	0.43192179	0.53190046	0.97318217	0.75193302	0.44072609	0.90238186	0.40852752	0.01464496	0.81675831	0.45950000	0.41948785	0.18665585	0.14305780	0.39491713	0.31829893	0.87259020	0.25578826	0.18857429	0.01328123	0.39013239	0.78287882	0.79554883	0.56784759	0.18118324	0.01471257	0.20054253	0.18353346	0.65986745	0.31557380	0.81076580	0.54515165	0.02187225	0.61194375	0.27171575	0.58728588	0.74098953	0.30637557	0.12090763	0.30948817	0.53389969	0.85917353	0.89948349	0.65710121	0.99861964	0.27386054	0.91700975	0.63158324	0.75495310	0.61536898	0.12504436	0.11204285	0.22794018	0.43881009	0.07440614	0.48362797	0.08518533	0.37802355	0.72028120	0.04179913	0.78984686	0.65321932	0.29025528	0.28017991	0.35823120	0.32213879	0.94202851	0.80572218	0.56090083	0.68658584
Row609	IY	AT	CI	JL	MZ	BN	YT	VF	YE	CU	0.54570249	0.78743751	0.13693090	0.05299672	0.03574355	0.96468222	0.65775780	0.36165588	0.45593096	0.76201805	0.45946877	0.37971887	0.85987475	0.80879001	0.86152835	0.69602520	0.55786323	0.48426173	0.00214390	0.88584219	0.81970110	0.74437093	0.22663985	0.40962079	0.96063532	0.18209676	0.53832521	0.41750180	0.95825019	0.21748859	0.99780985	0.89973254	0.32947006	0.03603849	0.84443509	0.84441972	0.16010057	0.65032748	0.74517308	0.84168007	0.41769779	0.93995046	0.98639066	0.38585890	0.54531880	0.19864937	0.22201669	0.65201280	0.54082040	0.18584551	0.77385735	0.11087497	0.03634360	0.03926258	0.85513657	0.23443381	0.14084450	0.73871237	0.04131841	0.77280367	0.02471917	0.17406615	0.57640025	0.43532956	0.30531704	0.82237148	0.92176969	0.71071433	0.77741293	0.00683427	0.41981808	0.20819059	0.42612715	0.23026904	0.21280137	0.01805781	0.23742082	0.13697395	0.09929607	0.10382971	0.51758198	0.95807577	0.74213808	0.11106743	0.14322958	0.07353791	0.67684120	0.61041910	0.78443449	0.83704712
Row610	WG	MC	JY	NE	FM	YD	BA	VQ	EG	YZ	0.46378151	0.47737164	0.05946962	0.28075175	0.60257696	0.00237820	0.85490189	0.31134657	0.38573551	0.05251555	0.45833076	0.92998627	0.31927443	0.85059419	0.27183866	0.03867361	0.05174349	0.09758167	0.25873294	0.95743275	0.46285425	0.38396365	0.89853819	0.32162310	0.84199840	0.04764857	0.82349161	0.29407146	0.08046965	0.13647063	0.27521337	0.36588864	0.33577751	0.01913081	0.84575840	0.63226083	0.44386038	0.82243683	0.74239174	0.24408245	0.80581249	0.38287514	0.21124411	0.77392342	0.12411259	0.31339976	0.56170580	0.45420828	0.91970260	0.33116370	0.62150213	0.94281845	0.59612207	0.39030082	0.00163626	0.59020393	0.64890855	0.53690404	0.03228908	0.56303703	0.55641582	0.08357027	0.23606577	0.97394393	0.83179915	0.87768391	0.88680264	0.85803700	0.14129698	0.48844901	0.71509979	0.19687190	0.12849921	0.56567734	0.27255687	0.17652773	0.34456433	0.83870851	0.17256889	0.11289942	0.40022737	0.19063844	0.17588078	0.23535590	0.46751145	0.22260535	0.27619151	0.73647298	0.67941905	0.69817977
Row611	IX	DW	ZB	JM	TX	UB	FT	OE	UU	SG	0.68149225	0.92115649	0.72168410	0.74746688	0.60756251	0.40771144	0.24332711	0.17098882	0.57934864	0.58638594	0.03942606	0.48992155	0.89037622	0.79676854	0.18074168	0.74504780	0.40988804	0.69320357	0.17238569	0.59164888	0.45803549	0.05522905	0.07083582	0.11503739	0.61231585	0.38393025	0.36452651	0.66983462	0.82396687	0.99653486	0.52563805	0.56329533	0.17656389	0.05478235	0.30991598	0.94463543	0.41726564	0.84095480	0.25306929	0.07260295	0.71292793	0.91740397	0.93557424	0.04533918	0.07095332	0.30070610	0.41133589	0.08155180	0.18235616	0.11131593	0.59292447	0.24256715	0.90085385	0.47832177	0.73442098	0.78862053	0.61266480	0.60303267	0.19783088	0.27756503	0.58286978	0.43698349	0.47404983	0.36788417	0.50412948	0.26407934	0.39518848	0.63694533	0.87493798	0.11490255	0.66780628	0.24679102	0.89166385	0.30304567	0.84930542	0.34089561	0.75880480	0.82596970	0.44007223	0.62414522	0.56706841	0.98260544	0.38575448	0.45035952	0.18993200	0.25981485	0.70886018	0.35334616	0.57964779	0.30361864
Row612	UP	KO	OV	DI	RH	JD	KJ	BD	UJ	BN	0.07516608	0.99346997	0.63486530	0.38702447	0.29947424	0.31852728	0.69101599	0.01083749	0.17151010	0.58316644	0.57069551	0.35399575	0.81048008	0.92527487	0.28093720	0.91213339	0.63761263	0.30750854	0.80800067	0.61323133	0.85005782	0.29509999	0.17038435	0.86007874	0.78392820	0.90281322	0.18742850	0.84513111	0.70322331	0.83793359	0.66167010	0.18504522	0.34782447	0.21679582	0.22725082	0.20098537	0.65531322	0.13751509	0.99651815	0.44204572	0.24060878	0.06081449	0.55847929	0.32475064	0.99625801	0.88699342	0.37096865	0.42663865	0.41185733	0.36000183	0.70682863	0.24080714	0.26968193	0.94459560	0.71417364	0.15497590	0.67842649	0.66034184	0.30200465	0.87198943	0.84098917	0.83770947	0.04785618	0.90188870	0.99532555	0.01683519	0.52656779	0.14417488	0.86212626	0.99625828	0.85453565	0.08797211	0.40636487	0.88365873	0.68174672	0.04047979	0.15054759	0.30154149	0.38701637	0.28536030	0.17572991	0.40426018	0.05882097	0.53879225	0.18251731	0.56047422	0.09804082	0.43578333	0.73012245	0.52795779
Row613	DM	ZV	KF	TJ	RR	AS	IS	TH	FE	HU	0.94879552	0.39318778	0.60841039	0.30257781	0.14578734	0.25856752	0.73367327	0.04312395	0.44881094	0.06221098	0.50409165	0.11190722	0.15573144	0.10364448	0.31914474	0.18851171	0.62393716	0.87281317	0.62769040	0.36818103	0.38008862	0.28501708	0.33917091	0.05512427	0.05285230	0.18345395	0.40418883	0.94751519	0.14068070	0.06965557	0.28156053	0.48703253	0.58110311	0.58547202	0.56683309	0.11420992	0.59658506	0.40325548	0.96783211	0.70792713	0.76617991	0.51666722	0.99141078	0.52599904	0.42065881	0.74466349	0.06116575	0.39362333	0.91284243	0.98211029	0.47756843	0.16772313	0.20814314	0.22863726	0.54240542	0.98696620	0.94141768	0.45416608	0.52964812	0.15143248	0.94835788	0.07824910	0.61379338	0.80145866	0.32839213	0.96545299	0.96407165	0.22851455	0.73388478	0.40189561	0.24264977	0.17077198	0.61035425	0.68769442	0.98097105	0.41779845	0.38326999	0.04922714	0.96444492	0.03435185	0.83776355	0.26371008	0.26318803	0.86498310	0.54031218	0.52894548	0.07335751	0.21435436	0.93258065	0.93868465
Row614	XZ	RP	QR	NM	LG	WM	OA	FS	EK	CF	0.95232388	0.75884449	0.72380849	0.92670015	0.39263374	0.61546098	0.37318713	0.85253349	0.22936023	0.66573291	0.85883858	0.33413525	0.44454943	0.13758079	0.35744334	0.50563856	0.82298447	0.49949195	0.50807455	0.20537355	0.97370000	0.31661747	0.35869901	0.13358552	0.89752159	0.38427061	0.56463199	0.16997162	0.88682850	0.66206359	0.07631888	0.38971227	0.68468259	0.77489573	0.12281989	0.13685643	0.90855782	0.44739651	0.28829243	0.51204672	0.18038321	0.25390711	0.19961101	0.63790417	0.26821106	0.57743866	0.05060717	0.30513358	0.32736462	0.11602926	0.30102424	0.88317863	0.85509156	0.28079316	0.80266754	0.80713085	0.23145393	0.92870352	0.16802069	0.31605893	0.09751875	0.93111387	0.82513718	0.53639289	0.32381305	0.63015942	0.75429402	0.05059359	0.97475020	0.65496045	0.56349972	0.48100618	0.10294130	0.88750731	0.07066111	0.72958740	0.75714946	0.29203549	0.84401696	0.41134273	0.83265196	0.55535204	0.73997892	0.49541963	0.82998872	0.09263661	0.08956645	0.67587497	0.57835121	0.14309770
Row615	CY	HD	DK	VH	ZE	TH	TJ	OS	IP	KB	0.95390944	0.83136573	0.01893905	0.22823624	0.97672871	0.57303215	0.41055887	0.84180069	0.01106306	0.84596681	0.51620105	0.28079651	0.69985934	0.07318145	0.64298266	0.72072037	0.27284188	0.36695620	0.40926921	0.46286106	0.75569245	0.94488078	0.45349725	0.74732150	0.07558545	0.47792268	0.06545120	0.14039319	0.04958718	0.46473839	0.81408892	0.08690443	0.33899479	0.67417868	0.56323201	0.65649383	0.62143227	0.75697686	0.10578701	0.70249358	0.53344556	0.22866823	0.30881631	0.78200552	0.63546057	0.23943704	0.76117700	0.79599758	0.85863207	0.19949452	0.90039072	0.26022785	0.56053202	0.52537090	0.94766404	0.49022311	0.98761011	0.92556725	0.13126260	0.80594715	0.09738651	0.91954491	0.28247919	0.00814225	0.33315417	0.83912285	0.32375773	0.20272895	0.83424332	0.36833680	0.77029178	0.56696934	0.07457514	0.80690252	0.13937163	0.59462758	0.16223566	0.32462614	0.27216981	0.25775617	0.89664123	0.88045449	0.36331760	0.53406218	0.86742930	0.66935103	0.16393679	0.63045156	0.93986963	0.87451888
Row616	GA	FV	PP	WO	IW	LB	DM	DC	GU	CR	0.59869253	0.10539887	0.46396236	0.84982512	0.12129387	0.16090671	0.32572021	0.33186193	0.26963556	0.63089188	0.07115414	0.11865954	0.93180705	0.37315236	0.08547867	0.82755154	0.89049117	0.68277687	0.26230495	0.76977274	0.98987956	0.47701896	0.93289489	0.05037990	0.28693130	0.20600869	0.64556838	0.82486448	0.24527601	0.01391596	0.60128977	0.60347971	0.89072202	0.24115323	0.52679693	0.02703197	0.49034040	0.11317542	0.58794402	0.38622520	0.34303218	0.13140688	0.93469418	0.28596453	0.34466408	0.39791599	0.08331206	0.21477683	0.97161020	0.99098726	0.61549434	0.67961819	0.15757419	0.85493699	0.87996916	0.45715520	0.23184931	0.65222697	0.94498683	0.27118522	0.42482162	0.03525394	0.81062770	0.60369004	0.89747466	0.98572977	0.64985763	0.50411244	0.65972464	0.64770971	0.55508440	0.83263614	0.72362848	0.55538219	0.84393912	0.22668238	0.78941469	0.94545640	0.45291134	0.14890552	0.02360011	0.53812365	0.49848306	0.00715571	0.55633677	0.43008891	0.50150541	0.24262480	0.48266340	0.65397262
Row617	WN	NC	CE	YD	QP	PZ	WM	PW	UX	NP	0.17376030	0.05677620	0.76494134	0.86108885	0.99155014	0.25612890	0.10721933	0.95706061	0.80924805	0.00550137	0.33460261	0.99446323	0.14637321	0.38439019	0.74284413	0.00532809	0.78606453	0.75902615	0.47769300	0.41173234	0.23105470	0.79855454	0.42999767	0.57227251	0.23521747	0.05646995	0.99052254	0.95828475	0.96887147	0.16533010	0.32153853	0.43143804	0.68771721	0.83775985	0.07280213	0.49637777	0.24566235	0.73080599	0.26890936	0.05510417	0.95465758	0.98644993	0.22852813	0.42102317	0.20956488	0.69492119	0.97762517	0.94347793	0.82353984	0.28750519	0.27083380	0.26640031	0.35981205	0.99564596	0.41519282	0.81558229	0.17152667	0.02087817	0.42751964	0.38656448	0.31166991	0.19541035	0.13686529	0.76497882	0.80536675	0.24294626	0.78056816	0.47679567	0.52322170	0.96533805	0.42170627	0.03723442	0.47536184	0.36099460	0.72618668	0.02490904	0.06568562	0.67124393	0.97959214	0.67050970	0.93486422	0.84344570	0.20689425	0.20337762	0.89556384	0.74483513	0.99859304	0.04026551	0.75879514	0.08716225
Row618	JK	HD	DA	WR	HD	QE	UP	ZT	BB	EL	0.19941257	0.80715532	0.98474843	0.70888507	0.17395315	0.27986842	0.24312587	0.63582404	0.14556855	0.30428643	0.71755850	0.38137365	0.61745080	0.54623203	0.39548376	0.81238342	0.97623628	0.50243138	0.44603600	0.21751301	0.98914367	0.50469718	0.34810469	0.27588814	0.00105211	0.74917669	0.51355643	0.45282505	0.54888244	0.26738212	0.27074717	0.42796538	0.24694711	0.15021146	0.13638448	0.89687212	0.28197390	0.92526511	0.03958954	0.99942107	0.76990216	0.67729847	0.54279732	0.34642729	0.22719038	0.10340156	0.62736598	0.56476481	0.65582620	0.88940379	0.70720228	0.18823469	0.42830902	0.24422870	0.77770287	0.26961753	0.77843532	0.32610611	0.83135527	0.23153384	0.94752349	0.04716921	0.24504464	0.67392853	0.94579069	0.75447802	0.93593686	0.80920788	0.04994874	0.19794105	0.83039198	0.52708957	0.59203515	0.92689973	0.51278930	0.08879084	0.15155986	0.42313842	0.10510018	0.39699891	0.64396848	0.16486074	0.55562418	0.80779946	0.27894224	0.10993219	0.23735012	0.47610126	0.20191725	0.84944165
